	type	path	format	name	id	match_type	object
50	Device	windows\printer\Intune OMA-URI\network_printers{257e3e1e-790c-4e29-ae2c-45a5f3363201}.xml	oma-uri	Network Printers	{257e3e1e-790c-4e29-ae2c-45a5f3363201}	MatchAny	"	<Group Id=""{257e3e1e-790c-4e29-ae2c-45a5f3363201}"" Type=""Device"">
		<!-- ./Vendor/MSFT/Defender/Configuration/DeviceControl/PolicyGroups/%7B257e3e1e-790c-4e29-ae2c-45a5f3363201%7D/GroupData -->
		<Name>Network Printers</Name>
		<MatchType>MatchAny</MatchType>
		<DescriptorIdList>
			<PrinterConnectionId>Network</PrinterConnectionId>
		</DescriptorIdList>
	</Group>"
51	Device	windows\printer\Intune OMA-URI\PDF_XPS Printer.xml	oma-uri	PDF_XPS Printer	{e5170dfb-19a9-4466-8109-d36c9c912b4e}	MatchAny	"	<Group Id=""{e5170dfb-19a9-4466-8109-d36c9c912b4e}"" Type=""Device"">
		<!-- ./Vendor/MSFT/Defender/Configuration/DeviceControl/PolicyGroups/%7Be5170dfb-19a9-4466-8109-d36c9c912b4e%7D/GroupData -->
		<Name>PDF_XPS Printer</Name>
		<MatchType>MatchAny</MatchType>
		<DescriptorIdList>
			<PrinterConnectionId>File</PrinterConnectionId>
		</DescriptorIdList>
	</Group>"
52	device	macOS\policy\groups\any_removable_storage_and_portable_device_group.json	mac	Any Removable Storage and Portable Device	9b28fae8-72f7-4267-a1a5-685f747a7146	or	"{
 ""$type"": ""device"",
 ""id"": ""9b28fae8-72f7-4267-a1a5-685f747a7146"",
 ""name"": ""Any Removable Storage and Portable Device"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   },
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   }
  ]
 }
}"
53	device	macOS\policy\groups\approved_usbs_group.json	mac	Approved USBs	65fa649a-a111-4912-9294-fb6337a25038	and	"{
 ""$type"": ""device"",
 ""id"": ""65fa649a-a111-4912-9294-fb6337a25038"",
 ""name"": ""Approved USBs"",
 ""query"": {
  ""$type"": ""and"",
  ""clauses"": [
   {
    ""$type"": ""vendorId"",
    ""value"": ""0781""
   },
   {
    ""$type"": ""productId"",
    ""value"": ""7102""
   },
   {
    ""$type"": ""serialNumber"",
    ""value"": ""03003324080520232521""
   }
  ]
 }
}"
54	device	macOS\policy\groups\demo_groups.json	mac	Approved USBs	65fa649a-a111-4912-9294-fb6337a25038	and	"{
 ""$type"": ""device"",
 ""id"": ""65fa649a-a111-4912-9294-fb6337a25038"",
 ""name"": ""Approved USBs"",
 ""query"": {
  ""$type"": ""and"",
  ""clauses"": [
   {
    ""$type"": ""vendorId"",
    ""value"": ""0781""
   },
   {
    ""$type"": ""productId"",
    ""value"": ""7102""
   },
   {
    ""$type"": ""serialNumber"",
    ""value"": ""03003324080520232521""
   }
  ]
 }
}"
55	device	macOS\policy\groups\demo_groups.json	mac	Any Removable Storage and Portable Device	9b28fae8-72f7-4267-a1a5-685f747a7146	or	"{
 ""$type"": ""device"",
 ""id"": ""9b28fae8-72f7-4267-a1a5-685f747a7146"",
 ""name"": ""Any Removable Storage and Portable Device"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   },
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   }
  ]
 }
}"
56	device	macOS\policy\groups\mass_storage_groups_gpo_2.json	mac	Group for all mass storage devices groups	fb4ad01e-f41a-46c6-9ac1-268efa0ea083	or	"{
 ""$type"": ""device"",
 ""id"": ""fb4ad01e-f41a-46c6-9ac1-268efa0ea083"",
 ""name"": ""Group for all mass storage devices groups"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   },
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""0951""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""169D""
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""2009""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""16AF""
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""1908""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""0226""
     }
    ]
   }
  ]
 }
}"
57	device	macOS\policy\groups\mass_storage_groups_gpo_2.json	mac	Group for authorized dictaphones	7f191817-c305-451d-812a-1c4b03ebcec8	or	"{
 ""$type"": ""device"",
 ""id"": ""7f191817-c305-451d-812a-1c4b03ebcec8"",
 ""name"": ""Group for authorized dictaphones"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""07B4""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""0232""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0279""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0244""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0264""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0236""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0245""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""0911""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""1F40""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""251C""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""1D54""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""1072""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""1070""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""1080""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""054C""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""0B6F""
     }
    ]
   }
  ]
 }
}"
58	device	macOS\policy\groups\mass_storage_groups_gpo_2.json	mac	Group for authorized image devices	1653593b-5b92-47e6-975a-c43ffa9cd28d	or	"{
 ""$type"": ""device"",
 ""id"": ""1653593b-5b92-47e6-975a-c43ffa9cd28d"",
 ""name"": ""Group for authorized image devices"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""046D""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""0837""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""085B""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""0825""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""03F0""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""5705""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""5D05""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""040A""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""6030""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""601D""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""1083""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""1646""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""1647""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""04CA""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""7053""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""7054""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""04F2""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""B51C""
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""05C8""
     },
     {
      ""$type"": ""or"",
      ""clauses"": [
       {
        ""$type"": ""productId"",
        ""value"": ""0383""
       },
       {
        ""$type"": ""productId"",
        ""value"": ""034B""
       }
      ]
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""0461""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""4DFE""
     }
    ]
   }
  ]
 }
}"
59	device	macOS\policy\groups\mass_storage_groups_gpo_2.json	mac	Group for authorized immo devices	d2887bd4-a916-4011-a385-83c6b15df529	or	"{
 ""$type"": ""device"",
 ""id"": ""d2887bd4-a916-4011-a385-83c6b15df529"",
 ""name"": ""Group for authorized immo devices"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""09CB""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""1007""
     }
    ]
   },
   {
    ""$type"": ""and"",
    ""clauses"": [
     {
      ""$type"": ""vendorId"",
      ""value"": ""0F7E""
     },
     {
      ""$type"": ""productId"",
      ""value"": ""900C""
     }
    ]
   }
  ]
 }
}"
60	device	macOS\policy\samples\audit_all_apple_devices.json	mac	All Apple Devices	3f082cd3-f701-4c21-9a6a-ed115c28e217	all	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e217"",
 ""name"": ""All Apple Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""apple_devices""
   }
  ]
 }
}"
61	device	macOS\policy\samples\audit_all_removable_media.json	mac	All Removable Media Devices	94b5df10-bd2f-4b19-8a9f-539520b9d6ff	all	"{
 ""$type"": ""device"",
 ""id"": ""94b5df10-bd2f-4b19-8a9f-539520b9d6ff"",
 ""name"": ""All Removable Media Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   }
  ]
 }
}"
62	device	macOS\policy\samples\audit_mobile_devices.json	mac	All Mobile Devices	3778B4FD-A98B-4374-9EFE-859B98446E7D	or	"{
 ""$type"": ""device"",
 ""id"": ""3778B4FD-A98B-4374-9EFE-859B98446E7D"",
 ""name"": ""All Mobile Devices"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   },
   {
    ""$type"": ""primaryId"",
    ""value"": ""apple_devices""
   }
  ]
 }
}"
63	device	macOS\policy\samples\deny_all_bluetooth_devices_except_samsung.json	mac	All Bluetooth Devices	3f082cd3-f701-4c21-9a6a-ed115c28e417	or	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e417"",
 ""name"": ""All Bluetooth Devices"",
 ""query"": {
  ""$type"": ""or"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""bluetooth_devices""
   }
  ]
 }
}"
64	device	macOS\policy\samples\deny_all_bluetooth_devices_except_samsung.json	mac	Samsung Galaxy S21	1A783D32-C6A3-4F5F-9D47-271B12130DFD	and	"{
 ""$type"": ""device"",
 ""id"": ""1A783D32-C6A3-4F5F-9D47-271B12130DFD"",
 ""name"": ""Samsung Galaxy S21"",
 ""query"": {
  ""$type"": ""and"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""bluetooth_devices""
   },
   {
    ""$type"": ""vendorId"",
    ""value"": ""0075""
   },
   {
    ""$type"": ""productId"",
    ""value"": ""0100""
   }
  ]
 }
}"
65	device	macOS\policy\samples\deny_all_removable_media.json	mac	All Removable Media Devices	519a2e50-3bb7-49b7-9ae0-6feb415d58ca	all	"{
 ""$type"": ""device"",
 ""id"": ""519a2e50-3bb7-49b7-9ae0-6feb415d58ca"",
 ""name"": ""All Removable Media Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   }
  ]
 }
}"
66	device	macOS\policy\samples\deny_debug_on_android.json	mac	All Android Devices	3f082cd3-f701-4c21-9a6a-ed115c28e41D	all	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e41D"",
 ""name"": ""All Android Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   }
  ]
 }
}"
67	device	macOS\policy\samples\deny_exe_extension_on_removable_media.json	mac	All Removable Media Devices	3f082cd3-f701-4c21-9a6a-ed115c28e211	all	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e211"",
 ""name"": ""All Removable Media Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   }
  ]
 }
}"
68	file	macOS\policy\samples\deny_exe_extension_on_removable_media.json	mac	Some Executable Extensions	3f082cd3-f701-4c21-9a6a-ed115c28e212	any	"{
 ""$type"": ""file"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e212"",
 ""name"": ""Some Executable Extensions"",
 ""query"": {
  ""$type"": ""any"",
  ""clauses"": [
   {
    ""$type"": ""fileType"",
    ""value"": "".exe""
   },
   {
    ""$type"": ""fileType"",
    ""value"": "".ps1""
   },
   {
    ""$type"": ""fileType"",
    ""value"": "".cmd""
   }
  ]
 }
}"
69	file	macOS\policy\samples\deny_exe_extension_on_removable_media.json	mac	Some Library Extensions	3f082cd3-f701-4c21-9a6a-ed115c28e213	any	"{
 ""$type"": ""file"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e213"",
 ""name"": ""Some Library Extensions"",
 ""query"": {
  ""$type"": ""any"",
  ""clauses"": [
   {
    ""$type"": ""fileType"",
    ""value"": "".dll""
   },
   {
    ""$type"": ""fileType"",
    ""value"": "".dylib""
   },
   {
    ""$type"": ""fileType"",
    ""value"": "".so""
   }
  ]
 }
}"
70	device	macOS\policy\samples\deny_mobile_devices.json	mac	All Portable Devices	0B2198B2-8E29-4AAB-AFC8-8B2CF827CDE9	and	"{
 ""$type"": ""device"",
 ""id"": ""0B2198B2-8E29-4AAB-AFC8-8B2CF827CDE9"",
 ""name"": ""All Portable Devices"",
 ""query"": {
  ""$type"": ""and"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""portable_devices""
   }
  ]
 }
}"
71	device	macOS\policy\samples\deny_mobile_devices.json	mac	All Apple Devices	3D2A9EF0-E587-4B90-A60F-C9BD6F9D2BB4	and	"{
 ""$type"": ""device"",
 ""id"": ""3D2A9EF0-E587-4B90-A60F-C9BD6F9D2BB4"",
 ""name"": ""All Apple Devices"",
 ""query"": {
  ""$type"": ""and"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""apple_devices""
   }
  ]
 }
}"
72	device	macOS\policy\samples\deny_removable_media_except_kingston.json	mac	All Removable Media Devices	3f082cd3-f701-4c21-9a6a-ed115c28e211	all	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e211"",
 ""name"": ""All Removable Media Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""primaryId"",
    ""value"": ""removable_media_devices""
   }
  ]
 }
}"
73	device	macOS\policy\samples\deny_removable_media_except_kingston.json	mac	Kingston Devices	3f082cd3-f701-4c21-9a6a-ed115c28e212	all	"{
 ""$type"": ""device"",
 ""id"": ""3f082cd3-f701-4c21-9a6a-ed115c28e212"",
 ""name"": ""Kingston Devices"",
 ""query"": {
  ""$type"": ""all"",
  ""clauses"": [
   {
    ""$type"": ""vendorId"",
    ""value"": ""0951""
   }
  ]
 }
}"
